Image Path,Label
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_10851653.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_10857340.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_10882484.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_10899258.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_10922970.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_10967257.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11023881.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11036720.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11102431.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11175213.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11185740.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1119091.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11206889.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1120923.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11247006.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11262281.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11275727.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1127865.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11292723.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11306820.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11319077.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11330391.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1133567.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11350676.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11359731.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11393282.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11478843.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11533347.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11566408.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11571868.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11576563.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11579481.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11596465.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11666027.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11666709.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11713762.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1173634.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11745938.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11749309.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11769417.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11769870.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11770015.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11808005.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11820572.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1184435.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11860503.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11888118.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11917747.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1193977.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11940623.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11947615.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11954904.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11983206.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_11990539.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12006812.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12017013.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12037449.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12045034.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12075336.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12091917.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12095508.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12095988.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12148960.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12155031.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12168970.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12172696.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12175445.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12216843.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12250673.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12295489.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12383687.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12391352.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12407292.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12409483.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12450586.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12469031.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12513174.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12524483.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12565431.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12604769.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12661221.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12675274.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12686673.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12695814.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12775696.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12776681.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12812647.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12837353.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12861782.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12890896.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1294170.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12961021.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_12974019.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13039915.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13040296.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13043913.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13064272.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13081843.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13145953.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13196511.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13202061.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13221971.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13282534.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1329550.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13304793.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13325591.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13489272.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13521344.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13605605.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13607820.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13644751.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13659242.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13677471.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13689420.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13742442.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13772540.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13782684.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13790669.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13852029.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13874420.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13898081.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13917123.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13919685.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13965818.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13976691.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13994952.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_13997003.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14051560.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14054767.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14056996.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1409194.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14110796.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14118986.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14119944.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14151520.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14169607.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14215476.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14226893.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14227929.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1424656.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14248179.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14248217.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1426440.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14291798.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14296537.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_143373.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14340905.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14342315.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14383356.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14399797.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14417147.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14485990.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14503064.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14519925.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14525872.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14530363.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14532305.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14566179.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14570127.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14588902.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14619449.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14621559.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14636525.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14641612.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14690040.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14692406.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14713134.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14754797.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1477608.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14776502.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14820944.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14823194.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14830141.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14848707.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14849067.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14869777.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14883276.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14909933.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14918881.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14954004.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_14976970.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1500617.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15058314.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15081195.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15108206.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15127879.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15150679.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15197146.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15272626.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15311033.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15337964.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1534315.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15343190.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15351749.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15361067.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15429801.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15433316.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15458095.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15462493.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15466417.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15469459.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15483013.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15484575.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15496677.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15498699.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15512449.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1553426.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15570158.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1559786.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15651444.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15653607.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15671299.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15693625.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15729526.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15752571.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15784307.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15794224.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15799535.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15812721.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15848209.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1589886.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15933141.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_15990816.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16024594.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16052786.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16057513.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16084063.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16124846.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16148999.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_161824.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16211575.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16232328.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16259740.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16288109.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16288280.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16305966.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16322300.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16376025.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16385944.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16439151.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1648016.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16492100.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16526420.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16527960.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16533492.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16538275.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16559108.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16567582.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16585392.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16591786.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16594897.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16615632.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16622790.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16636429.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16695193.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16728602.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16734586.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16765414.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_1677103.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16780637.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16813100.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_16824041.jpg,angry
